,ibu,style
840,22.0,Pale Lager - Intl / Premium
841,28.0,Saison / Farmhouse / Grisette
842,60.0,IPA - White
843,70.0,IPA
844,52.0,IPA - Hazy / NEIPA
845,38.0,Porter
846,55.0,IPA
847,55.0,IPA
848,10.0,Weissbier - Hefeweizen
849,32.0,Porter
850,20.0,Witbier / Belgian White Ale
851,100.0,IIPA - Imperial / Double IPA
852,25.0,Pale Lager - North Am. / Light
853,20.0,Flavored - Other
854,20.0,Scottish Ale
855,20.0,Kölsch / Kölsch-Style
856,65.0,IPA
857,35.0,Saison / Farmhouse / Grisette
858,10.0,Porter
859,22.0,Red Ale - Irish
860,100.0,IIPA - Imperial / Double IPA
861,25.0,Porter
862,80.0,IPA
863,10.0,Mild Ale
864,20.0,Witbier / Belgian White Ale
865,90.0,IPA
866,14.0,Weissbier - Hefeweizen
867,20.0,Stout - Milk / Sweet
868,50.0,Red Ale / Intl Amber Ale
869,28.0,Flavored - Fruit
870,8.0,Radler / Shandy
871,8.0,Sour / Wild Beer
872,42.0,Pale Lager - India / Hoppy
873,27.0,Dubbel
874,27.0,Belgian Ale - Strong Pale
875,125.0,IPA - Milkshake
876,70.0,IPA
877,45.0,IPA - Hazy / NEIPA
878,11.0,Stout
879,85.0,IPA
880,45.0,Brown Ale
881,66.0,Brown Ale
882,20.0,Dubbel
883,27.0,Dubbel
884,50.0,IPA - Hazy / NEIPA
885,40.0,Bitter - Premium / Strong / ESB
886,40.0,Pale Ale - American / APA
887,26.0,Saison / Farmhouse / Grisette
888,58.0,Pilsener / Pils / Pilsner
889,60.0,Pale Ale - American / APA
890,55.0,IPA
891,30.0,Belgian Ale - Pale / Golden
892,93.0,IIPA - Imperial / Double IPA
893,72.0,IPA
894,88.0,IPA - Rye
895,26.0,Belgian Ale - Strong Pale
896,4.0,Sour / Wild Beer
897,85.0,IPA
898,28.0,Wheat Ale
899,114.0,IPA - Hazy / NEIPA
900,28.0,Wheat Ale
901,30.0,Belgian Ale - Pale / Golden
902,27.0,Saison / Farmhouse / Grisette
903,40.0,Pale Ale - American / APA
904,125.0,IPA
905,46.0,IPA - Black/Brown/Cascadian Dark
906,100.0,IIPA - Imperial / Double IPA
907,23.0,Porter
908,60.0,IPA
909,26.0,Red Ale / Intl Amber Ale
910,66.0,Red Ale / Intl Amber Ale
911,12.0,BarleyWine / WheatWine / RyeWine
912,26.0,Schwarzbier / Black Lager
913,54.0,IPA
914,24.0,Amber Lager - Intl / Vienna
915,25.0,Brown Ale
916,75.0,IPA
917,69.0,IPA
918,40.0,Pale Ale - American / APA
919,86.0,IIPA - Imperial / Double IPA
920,39.0,Strong Ale - American
921,17.0,Cream Ale
922,25.0,Porter
923,45.0,IPA
924,25.0,Kölsch / Kölsch-Style
925,40.0,Stout
926,28.0,Red Ale / Intl Amber Ale
927,55.0,IPA - Black/Brown/Cascadian Dark
928,26.0,Stout - Milk / Sweet
929,20.0,Witbier / Belgian White Ale
930,75.0,IIPA - Imperial / Double IPA
931,29.0,Belgian Ale - Pale / Golden
932,28.0,Brown Ale
933,20.0,Blonde Ale / Golden Ale
934,75.0,IIPA - Imperial / Double IPA
935,125.0,IPA - Hazy / NEIPA
936,12.0,Gose
937,25.0,Gose
938,15.0,Cream Ale
939,16.0,Porter
940,56.0,IPA
941,50.0,IPA
942,50.0,Stout - Imperial
943,15.0,Wheat Ale
944,22.0,Red Ale / Intl Amber Ale
945,22.0,Smoked - Rauchbier
946,60.0,IPA - Hazy / NEIPA
947,69.0,IPA
948,20.0,Blonde Ale / Golden Ale
949,29.0,Tripel
950,22.0,Brown Ale
951,16.0,Saison / Farmhouse / Grisette
952,75.0,IPA - Black/Brown/Cascadian Dark
953,62.0,IPA
954,16.0,Flavored - Chili / Peppers
955,71.0,Stout - Imperial
956,35.0,Scotch Ale / Wee Heavy
957,44.0,Stout
958,30.0,Red Ale / Intl Amber Ale
959,6.0,Gose
960,3.0,Berliner Weisse
961,11.0,Weissbier - Hefeweizen
962,6.0,Gose
963,6.0,Gose - Flavored
964,16.0,Saison / Farmhouse / Grisette
965,10.0,Wheat Ale
966,70.0,IPA
967,26.0,Märzen / Oktoberfest Bier
968,120.0,IIPA - Imperial / Double IPA
969,45.0,ISA - Session IPA
970,6.0,Gose
971,3.0,Berliner Weisse
972,16.0,Flavored - Chili / Peppers
973,6.0,Gose
974,23.0,Belgian Ale - Pale / Golden
975,97.0,IPA - Black/Brown/Cascadian Dark
976,11.0,Weissbier - Hefeweizen
977,6.0,Gose
978,44.0,IIPA - Imperial / Double IPA
979,76.0,IPA
980,18.0,Kölsch / Kölsch-Style
981,3.0,Berliner Weisse
982,11.0,Weissbier - Hefeweizen
983,37.0,Porter
984,3.0,Berliner Weisse - Flavored
985,71.0,Stout - Imperial
986,3.0,Berliner Weisse - Flavored
987,6.0,Gose
988,11.0,Weissbier - Hefeweizen
989,6.0,Gose
990,6.0,Gose
991,3.0,Berliner Weisse - Flavored
992,24.0,Saison / Farmhouse / Grisette
993,6.0,Gose
994,3.0,Berliner Weisse
995,45.0,Pale Ale - American / APA
996,35.0,Scotch Ale / Wee Heavy
997,3.0,Berliner Weisse
998,70.0,IPA
999,75.0,IPA
1000,70.0,IPA
1001,70.0,IPA - Hazy / NEIPA
1002,70.0,IPA - Hazy / NEIPA
1003,70.0,IIPA - Imperial Hazy / NEIPA
1004,70.0,IPA - Hazy / NEIPA
1005,70.0,IPA
1006,21.0,Blonde Ale / Golden Ale
1007,110.0,IIPA - Imperial / Double IPA
1008,32.0,Pilsener / Pils / Pilsner
1009,70.0,IPA
1010,90.0,IIPA - Imperial / Double IPA
1011,25.0,Wheat Ale
1012,17.0,Blonde Ale / Golden Ale
1013,43.0,Stout
1014,25.0,Stout - Milk / Sweet
1015,25.0,Scottish Ale
1016,50.0,ISA - Session IPA
1017,25.0,Cream Ale
1018,40.0,Red Ale / Intl Amber Ale
1019,24.0,Bock - Doppelbock
1020,18.0,Weissbier - Hefeweizen
1021,24.0,Bock - Doppelbock
1022,18.0,Red Ale - Irish
1023,25.0,Scottish Ale
1024,40.0,Porter
1025,18.0,Red Ale / Intl Amber Ale
1026,11.0,Sour / Wild Beer
1027,59.0,IPA
1028,88.0,IIPA - Imperial / Double IPA
1029,34.0,Stout - Oatmeal
1030,9.0,Weissbier - Hefeweizen
1031,40.0,Porter - Flavored
1032,65.0,IPA - Hazy / NEIPA
1033,20.0,Wheat Ale
1034,44.0,Pale Ale
1035,49.0,Stout - Flavored
1036,20.0,Kölsch / Kölsch-Style
1037,25.0,Kölsch / Kölsch-Style
1038,72.0,IPA
1039,30.0,Red Ale / Intl Amber Ale
1040,70.0,IPA
1041,33.0,Blonde Ale / Golden Ale
1042,47.0,Pale Ale - American / APA
1043,27.0,Weissbier - Hefeweizen
1044,16.0,Porter
1045,90.0,IIPA - Imperial / Double IPA
1046,15.0,Blonde Ale / Golden Ale
1047,75.0,IPA
1048,70.0,IPA
1049,99.0,IPA
1050,39.0,Red Ale / Intl Amber Ale
1051,29.0,Strong Ale - American
1052,35.0,Blonde Ale / Golden Ale
1053,10.0,Stout - Milk / Sweet
1054,54.0,Pale Ale - American / APA
1055,17.0,Flavored - Fruit
1056,40.0,Flavored - Other
1057,93.0,IPA
1058,38.0,IPA - Hazy / NEIPA
1059,34.0,Berliner Weisse
1060,38.0,IPA - Hazy / NEIPA
1061,42.0,Stout - Imperial
1062,51.0,ISA - Session IPA
1063,38.0,Stout - Milk / Sweet
1064,46.0,IPA - Hazy / NEIPA
1065,32.0,Brown Ale
1066,22.0,Saison / Farmhouse / Grisette
1067,36.0,Stout - Imperial
1068,50.0,IPA
1069,38.0,Stout - Milk / Sweet
1070,38.0,Sour / Wild Beer
1071,30.0,Stout - Imperial
1072,48.0,IIPA - Imperial / Double IPA
1073,54.0,IPA - Hazy / NEIPA
1074,55.0,Brown Ale
1075,47.0,IPA - Hazy / NEIPA
1076,5.0,Sour / Wild Beer
1077,71.0,IIPA - Imperial / Double IPA
1078,22.0,Saison / Farmhouse / Grisette
1079,18.0,Porter
1080,22.0,Porter - Imperial
1081,17.0,Gose
1082,47.0,Sour / Wild Beer
1083,38.0,Pale Ale - American / APA
1084,7.0,IPA - Sour / Wild
1085,30.0,Flavored - Fruit
1086,75.0,IPA - Hazy / NEIPA
1087,37.0,Pale Ale - American / APA
1088,61.0,IPA - Hazy / NEIPA
1089,48.0,Stout - Imperial
1090,51.0,Flavored - Other
1091,60.0,ISA - Session IPA
1092,43.0,IPA - Hazy / NEIPA
1093,35.0,Stout
1094,44.0,IPA
1095,80.0,IIPA - Imperial / Double IPA
1096,3.0,Berliner Weisse - Flavored
1097,80.0,IPA - Black/Brown/Cascadian Dark
1098,27.0,Saison / Farmhouse / Grisette
1099,38.0,Stout - Imperial
1100,42.0,Stout - Imperial
1101,24.0,BarleyWine / WheatWine / RyeWine
1102,116.0,IIPA - Imperial / Double IPA
1103,54.0,IPA
1104,31.0,Pale Ale - Flavored
1105,93.0,IPA
1106,74.0,IPA - Black/Brown/Cascadian Dark
1107,71.0,IIPA - Imperial / Double IPA
1108,80.0,Flavored - Other
1109,45.0,IPA
1110,19.0,Saison / Farmhouse / Grisette
1111,27.0,Amber Lager - Intl / Vienna
1112,37.0,ISA - Session IPA
1113,71.0,IIPA - Imperial / Double IPA
1114,50.0,IPA
1115,38.0,Stout - Imperial
1116,23.0,Specialty Grain - Other
1117,80.0,Specialty Grain - Other
1118,28.0,Saison / Farmhouse / Grisette
1119,20.0,Saison / Farmhouse / Grisette
1120,45.0,IPA - Hazy / NEIPA
1121,50.0,IPA - Hazy / NEIPA
1122,37.0,IPA - Hazy / NEIPA
1123,38.0,Stout - Imperial
1124,77.0,IIPA - Imperial / Double IPA
1125,67.0,IPA - Rye
1126,33.0,Porter - Imperial
1127,102.0,IIPA - Imperial / Double IPA
1128,43.0,ISA - Session IPA
1129,38.0,Porter - Imperial
1130,5.0,Sour / Wild Beer
1131,51.0,Stout - Imperial
1132,80.0,IPA - Black/Brown/Cascadian Dark
1133,5.0,Berliner Weisse
1134,37.0,Stout - Extra / Foreign
1135,30.0,Saison/Farmhouse - Flavored
1136,42.0,Flavored - Fruit
1137,17.0,Weissbier - Dunkelweizen
1138,14.0,Wheat Ale
1139,12.0,Sour - Flanders Red / Bruin
1140,20.0,Blonde Ale / Golden Ale
1141,15.0,Weissbier - Hefeweizen
1142,18.0,Kölsch / Kölsch-Style
1143,68.0,IPA
1144,44.0,Pale Ale - American / APA
1145,44.0,Pale Ale - American / APA
1146,55.0,Pale Ale - American / APA
1147,20.0,Wheat Ale
1148,10.0,Gose
1149,78.0,IPA
1150,80.0,IPA
1151,35.0,Porter
1152,29.0,Brown Ale
1153,31.0,Brown Ale
1154,25.0,Bock - Dunkler Bock
1155,25.0,Märzen / Oktoberfest Bier
1156,72.0,Stout - Imperial
1157,72.0,Stout - Imperial
1158,30.0,Altbier / Sticke Alt
1159,20.0,Flavored - Other
1160,55.0,IPA
1161,40.0,Strong Ale - American
1162,15.0,Red Ale / Intl Amber Ale
1163,100.0,IIPA - Imperial / Double IPA
1164,86.0,IPA
1165,45.0,Pilsener / Pils / Pilsner
1166,18.0,Bock- Heller Bock / Maibock
1167,23.0,Schwarzbier / Black Lager
1168,42.0,Pale Ale - American / APA
1169,18.0,Altbier / Sticke Alt
1170,36.0,Red Ale / Intl Amber Ale
1171,70.0,IPA - Black/Brown/Cascadian Dark
1172,24.0,Brown Ale
1173,32.0,Quadrupel / Abt
1174,32.0,Quadrupel / Abt
1175,5.0,Sour / Wild Beer
1176,32.0,Pale Ale - American / APA
1177,84.0,BarleyWine / WheatWine / RyeWine
1178,30.0,Tripel
1179,22.0,Pilsener / Pils / Pilsner
1180,25.0,Saison / Farmhouse / Grisette
1181,2.0,Berliner Weisse
1182,33.0,Pale Ale - American / APA
1183,17.0,Saison / Farmhouse / Grisette
1184,17.0,Blonde Ale / Golden Ale
1185,45.0,Pilsener - Imperial
1186,40.0,ISA - Session IPA
1187,33.0,Smoked - Rauchbier
1188,12.0,Sour / Wild Beer
1189,12.0,Weissbier - Dunkelweizen
1190,62.0,IPA
1191,85.0,IPA
1192,85.0,IPA
1193,85.0,IIPA - Imperial / Double IPA
1194,84.0,BarleyWine / WheatWine / RyeWine
1195,5.0,Sour / Wild Beer
1196,16.0,Belgian Ale - Pale / Golden
1197,20.0,Helles / Dortmunder Export
1198,24.0,Dark Lager - Dunkel / Tmavý
1199,90.0,IIPA - Imperial / Double IPA
1200,8.0,Gose
1201,11.0,Witbier / Belgian White Ale
1202,84.0,BarleyWine / WheatWine / RyeWine
1203,8.0,Gose
1204,25.0,Sour / Wild Beer
1206,18.0,Belgian Ale - Pale / Golden
1207,24.0,Saison / Farmhouse / Grisette
1208,15.0,Pale Ale - American / APA
1209,27.0,Amber Lager - Intl / Vienna
1210,100.0,IIPA - Imperial / Double IPA
1211,55.0,Smoked - Rauchbier
1212,28.0,Stout - Dry
1213,42.0,Stout - Extra / Foreign
1214,26.0,Brown Ale
1215,60.0,Strong Ale - English
1216,20.0,Belgian Ale - Pale / Golden
1217,24.0,Saison / Farmhouse / Grisette
1218,66.0,Stout - Imperial
1219,100.0,Stout - Imperial
1220,100.0,Stout - Imperial
1221,92.0,Stout - Imperial
1222,100.0,Stout - Imperial
1223,92.0,Stout - Imperial
1224,92.0,Stout - Imperial
1225,33.0,Pale Ale - American / APA
1226,33.0,Pale Ale - American / APA
1227,35.0,Pale Ale - American / APA
1228,33.0,Pale Ale - American / APA
1229,33.0,Pale Ale - American / APA
1230,33.0,Pale Ale - American / APA
1231,33.0,Pale Ale - American / APA
1232,33.0,Pale Ale - American / APA
1233,33.0,Pale Ale - American / APA
1234,33.0,Pale Ale - American / APA
1235,25.0,Dubbel
1236,33.0,Pale Ale - American / APA
1238,68.0,IPA
1239,68.0,IPA
1240,68.0,IPA
1241,68.0,IPA
1242,68.0,IPA
1243,5.0,Sour / Wild Beer
1244,63.0,IPA
1245,60.0,Pale Lager - India / Hoppy
1246,97.0,IIPA - Imperial / Double IPA
1247,38.0,Pilsener - Czech / Svetlý
1248,10.0,Gose
1249,20.0,Saison / Farmhouse / Grisette
1250,37.0,Stout - Imperial
1251,13.0,Pilsener - Czech / Svetlý
1252,5.0,Sour / Wild Beer
1253,21.0,Gotlandsdricke/ Koduõlu/ Sahti
1254,47.0,Stout - Imperial
1255,24.0,Gose
1256,8.0,Radler / Shandy
1257,18.0,Red Ale / Intl Amber Ale
1258,41.0,Bitter - Premium / Strong / ESB
1259,20.0,Porter
1260,35.0,IPA
1261,12.0,Stout
1262,64.0,IPA
1263,12.0,Blonde Ale / Golden Ale
1264,32.0,Pale Ale - American / APA
1265,7.0,Weissbier - Hefeweizen
1266,32.0,Red Ale / Intl Amber Ale
1267,21.0,Weissbier - Hefeweizen
1268,43.0,Brown Ale
1269,21.0,Bitter - Premium / Strong / ESB
1270,55.0,IPA
1271,21.0,Scotch Ale / Wee Heavy
1272,15.0,IPA - Brut
1273,9.0,Porter - Imperial
1274,20.0,Pale Lager - Intl / Premium
1275,13.0,Weissbier - Hefeweizen
1276,47.0,IPA
1277,21.0,Scottish Ale
1278,30.0,Amber Lager - Intl / Vienna
1279,42.0,IPA
1280,25.0,Stout
1281,28.0,Märzen / Oktoberfest Bier
1282,9.0,Flavored - Fruit
1283,9.0,Porter
1284,66.0,IPA
1285,12.0,Gose
1286,30.0,Pilsener / Pils / Pilsner
1287,15.0,Porter - Imperial
1288,42.0,Pale Ale - American / APA
1289,35.0,IPA - Black/Brown/Cascadian Dark
1290,55.0,Stout - Imperial
1291,18.0,Blonde Ale / Golden Ale
1292,45.0,IPA
1293,52.0,IPA - Hazy / NEIPA
1294,35.0,Pale Ale - American / APA
1295,3.0,Red Ale / Intl Amber Ale
1296,84.0,IIPA - Imperial / Double IPA
1297,84.0,IPA
1298,69.0,Flavored - Other
1299,82.0,IPA
1300,70.0,IIPA - Imperial / Double IPA
1301,33.0,IPA
1302,36.0,Porter
1303,69.0,IPA - Black/Brown/Cascadian Dark
1304,29.0,Stout
1305,23.0,Brown Ale
1306,22.0,Flavored - Fruit
1307,53.0,IIPA - Imperial / Double IPA
1308,26.0,Scottish Ale
1309,24.0,Stout - Imperial
1310,24.0,Stout - Imperial
1311,24.0,Stout - Imperial
1312,24.0,Stout - Imperial
1313,23.0,Blonde Ale / Golden Ale
1314,32.0,Porter
1315,35.0,IPA - Hazy / NEIPA
1316,107.0,IIPA - Imperial / Double IPA
1317,62.0,IPA - Rye
1318,25.0,Pale Ale - American / APA
1319,37.0,IPA - Hazy / NEIPA
1320,16.0,Kölsch / Kölsch-Style
1321,75.0,IPA
1322,55.0,Pale Ale - American / APA
1323,21.0,Blonde Ale / Golden Ale
1324,21.0,Blonde Ale / Golden Ale
1325,20.0,IPA - Hazy / NEIPA
1326,19.0,Brown Ale
1327,24.0,Brown Ale
1328,15.0,Helles / Dortmunder Export
1329,28.0,Saison / Farmhouse / Grisette
1330,23.0,Scottish Ale
1331,27.0,Scotch Ale / Wee Heavy
1332,50.0,Stout - Imperial
1333,20.0,IPA - Hazy / NEIPA
1334,35.0,Pale Ale - American / APA
1335,21.0,Blonde Ale / Golden Ale
1336,24.0,Scotch Ale / Wee Heavy
1337,21.0,Pilsener - Czech / Svetlý
1338,10.0,Berliner Weisse
1339,32.0,Stout
1340,95.0,IIPA - Imperial / Double IPA
1341,25.0,Sour / Wild Beer
1342,14.0,Wheat Ale
1343,80.0,IPA
1344,40.0,Pale Ale - American / APA
1345,55.0,Brown Ale - Imperial
1346,55.0,Strong Ale - American
1347,21.0,Pale Ale - American / APA
1348,15.0,Gose
1349,29.0,Flavored - Other
1350,14.0,Flavored - Fruit
1351,13.0,Amber Lager - Intl / Vienna
1352,25.0,Bock - Doppelbock
1353,25.0,Strong Ale - American
1354,32.0,Stout
1355,21.0,Red Ale / Intl Amber Ale
1356,14.0,Wheat Ale
1357,50.0,Flavored - Pumpkin / Vegetables
1358,20.0,Brown Ale
1359,100.0,IIPA - Imperial / Double IPA
1360,30.0,Flavored - Other
1361,32.0,Porter
1362,34.0,Red Ale / Intl Amber Ale
1363,31.0,Pale Ale - American / APA
1364,33.0,Porter
1365,33.0,Flavored - Other
1366,38.0,Pale Ale - American / APA
1367,28.0,Old Ale
1368,13.0,Weissbier - Hefeweizen
1369,51.0,Pale Ale - American / APA
1370,63.0,IPA
1371,32.0,Brown Ale
1372,30.0,Saison / Farmhouse / Grisette
1373,60.0,IPA
1374,60.0,IPA - Hazy / NEIPA
1375,25.0,Märzen / Oktoberfest Bier
1376,18.0,Blonde Ale / Golden Ale
1377,75.0,IPA
1378,50.0,Pale Ale - American / APA
1379,25.0,Brown Ale
1380,52.0,Belgian Ale - Strong Pale
1381,15.0,Flavored - Fruit
1382,70.0,IPA
1383,18.0,Blonde Ale / Golden Ale
1384,35.0,Pilsener / Pils / Pilsner
1385,85.0,Blonde Ale / Golden Ale
1386,60.0,Pale Ale - American / APA
1387,60.0,ISA - Session IPA
1388,70.0,Red Ale / Intl Amber Ale
1389,18.0,Blonde Ale / Golden Ale
1390,50.0,ISA - Session IPA
1391,65.0,Stout - Imperial
1392,22.0,IPA
1393,20.0,ISA - Session IPA
1394,30.0,Pale Ale - American / APA
1395,14.0,Pale Ale - American / APA
1396,82.0,IIPA - Imperial / Double IPA
1397,37.0,Pale Ale - American / APA
1398,24.0,Kölsch / Kölsch-Style
1399,59.0,IPA
1400,25.0,Red Ale / Intl Amber Ale
1401,25.0,Red Ale / Intl Amber Ale
1402,80.0,IIPA - Imperial / Double IPA
1403,80.0,IPA - Black/Brown/Cascadian Dark
1404,10.0,Sour / Wild Beer
1405,20.0,Amber Lager - Intl / Vienna
1406,85.0,IPA
1407,18.0,Kölsch / Kölsch-Style
1408,50.0,IPA - Hazy / NEIPA
1409,28.0,Brown Ale
1410,12.0,Pilsener / Pils / Pilsner
1411,45.0,IPA - Rye
1412,45.0,Specialty Grain - Other
1413,30.0,Scotch Ale / Wee Heavy
1414,80.0,IIPA - Imperial / Double IPA
1415,45.0,Pale Ale - American / APA
1416,25.0,Blonde Ale / Golden Ale
1417,50.0,Strong Ale - American
1418,90.0,IIPA - Imperial / Double IPA
1419,22.0,Sour / Wild Beer
1420,5.0,Sour / Wild Beer
1421,25.0,Sour / Wild Beer
1422,45.0,Berliner Weisse
1423,62.0,Strong Ale - American
1424,50.0,IPA - Black/Brown/Cascadian Dark
1425,25.0,Kölsch / Kölsch-Style
1426,32.0,Altbier / Sticke Alt
1427,22.0,Pilsener / Pils / Pilsner
1428,81.0,IIPA - Imperial / Double IPA
1429,18.0,Weissbier - Dunkelweizen
1430,10.0,Sour / Wild Beer
1431,27.0,Blonde Ale / Golden Ale
1432,35.0,Specialty Grain - Other
1433,15.0,Sour / Wild Beer
1434,18.0,Pale Lager - Intl / Premium
1435,55.0,IPA
1436,20.0,Porter
1437,20.0,Berliner Weisse
1438,50.0,Saison / Farmhouse / Grisette
1439,43.0,ISA - Session IPA
1440,14.0,Porter
1441,25.0,Blonde Ale / Golden Ale
1442,25.0,Flavored - Fruit
1443,26.0,Flavored - Other
1444,12.0,Witbier / Belgian White Ale
1445,23.0,Pale Lager - North Am. / Light
1446,69.0,IPA
1447,91.0,IPA
1448,50.0,IPA
1449,91.0,IPA
1450,21.0,Pale Lager - North Am. / Light
1451,90.0,IIPA - Imperial / Double IPA
1452,35.0,Belgian Ale - Pale / Golden
1453,51.0,Scotch Ale / Wee Heavy
1454,31.0,Quadrupel / Abt
1455,20.0,Sour - Flanders Red / Bruin
1456,75.0,BarleyWine / WheatWine / RyeWine
1457,24.0,Scotch Ale / Wee Heavy
1458,32.0,Porter
1459,34.0,Bitter - Ordinary / Best
1460,42.0,Brown Ale
1461,120.0,IIPA - Imperial / Double IPA
1462,100.0,IPA
1463,81.0,Strong Ale - American
1464,35.0,Bière de Garde / de Mars
1465,35.0,Sour / Wild Beer
1466,22.0,Flavored - Other
1467,32.0,Brown Ale
1468,71.0,ISA - Session IPA
1469,50.0,Red Ale - Irish
1470,65.0,IPA
1471,65.0,Red Ale / Intl Amber Ale
1472,45.0,Tripel
1473,42.0,Porter
1474,20.0,Sour - Flanders Red / Bruin
1475,20.0,Flavored - Other
1476,20.0,Sour - Flanders Red / Bruin
1477,25.0,Belgian Ale - Strong Pale
1478,34.0,Saison / Farmhouse / Grisette
1479,35.0,Belgian Ale - Strong Pale
1480,51.0,Scotch Ale / Wee Heavy
1481,86.0,BarleyWine / WheatWine / RyeWine
1482,22.0,Belgian Ale - Pale / Golden
1483,30.0,Pilsener / Pils / Pilsner
1484,30.0,Stout - Milk / Sweet
1485,12.0,Flavored - Fruit
1486,104.0,IPA - Rye
1487,42.0,Stout
1488,25.0,Märzen / Oktoberfest Bier
1489,27.0,Bock - Doppelbock
1490,35.0,Porter
1491,20.0,Pale Lager - North Am. / Light
1492,50.0,Stout - Milk / Sweet
1493,25.0,Belgian Ale - Pale / Golden
1494,50.0,Pale Ale - English
1495,115.0,IPA - Black/Brown/Cascadian Dark
1496,25.0,Brown Ale
1497,22.0,BarleyWine / WheatWine / RyeWine
1498,50.0,Old Ale
1499,69.0,Pale Ale - American / APA
1500,38.0,Brown Ale
1501,20.0,Sour - Flanders Red / Bruin
1502,20.0,Sour / Wild Beer
1503,32.0,Porter
1504,32.0,Porter
1505,108.0,IIPA - Imperial / Double IPA
1506,30.0,Porter
1507,35.0,Bitter - Premium / Strong / ESB
1508,85.0,IPA
1509,37.0,Saison / Farmhouse / Grisette
1510,30.0,Traditional Ale - Other
1511,18.0,Sour / Wild Beer
1512,22.0,BarleyWine / WheatWine / RyeWine
1513,90.0,Strong Ale - American
1514,28.0,Dubbel
1515,40.0,Pilsener / Pils / Pilsner
1516,10.0,Gose
1517,136.0,IIPA - Imperial / Double IPA
1518,94.0,Strong Ale - American
1519,23.0,Blonde Ale / Golden Ale
1520,34.0,Bitter - Premium / Strong / ESB
1521,25.0,Red Ale - Irish
1522,14.0,Mild Ale
1523,40.0,Porter
1524,30.0,Scotch Ale / Wee Heavy
1525,63.0,IPA
1526,28.0,Blonde Ale / Golden Ale
1527,80.0,IPA
1528,20.0,Red Ale / Intl Amber Ale
1529,35.0,Pale Ale - American / APA
1530,27.0,Red Ale / Intl Amber Ale
1531,17.0,Kölsch / Kölsch-Style
1532,25.0,Blonde Ale / Golden Ale
1533,40.0,Specialty Grain - Other
1534,43.0,Pale Ale - American / APA
1535,27.0,Porter
1536,30.0,Specialty Grain - Other
1537,35.0,Red Ale / Intl Amber Ale
1538,21.0,Wheat Ale
1539,41.0,Stout
1540,55.0,IPA
1541,90.0,IPA - Black/Brown/Cascadian Dark
1542,17.0,Weissbier - Hefeweizen
1543,127.0,IIPA - Imperial / Double IPA
1544,25.0,Belgian Ale - Strong Pale
1545,40.0,Tripel
1546,75.0,IPA
1547,25.0,Pale Lager - North Am. / Light
1548,30.0,Weissbier - Dunkelweizen
1549,100.0,IIPA - Imperial / Double IPA
1550,95.0,Red Ale / Intl Amber Ale
1551,35.0,Märzen / Oktoberfest Bier
1552,50.0,Porter
1553,40.0,Pale Ale - English
1554,50.0,Porter
1555,16.0,Scotch Ale / Wee Heavy
1556,16.0,Scotch Ale / Wee Heavy
1557,20.0,Belgian Ale - Pale / Golden
1558,74.0,Red Ale / Intl Amber Ale
1559,41.0,Stout
1560,28.0,Brown Ale
1561,18.0,Sour / Wild Beer
1562,28.0,Bitter - Ordinary / Best
1563,37.0,Pale Ale - American / APA
1564,67.0,Red Ale - Irish
1565,38.0,Blonde Ale / Golden Ale
1566,25.0,Weissbier - Hefeweizen
1567,89.0,IPA
1568,6.0,Pale Ale - American / APA
1569,17.0,Dubbel
1570,16.0,IPA - Hazy / NEIPA
1571,23.0,Märzen / Oktoberfest Bier
1572,61.0,IPA
1573,25.0,Stout - Milk / Sweet
1574,50.0,IPA
1575,5.0,Gose - Flavored
1576,23.0,Blonde Ale / Golden Ale
1577,100.0,IPA
1578,10.0,Gose - Flavored
1579,75.0,IPA
1580,47.0,Porter - Imperial Flavored
1581,19.0,Kölsch / Kölsch-Style
1582,19.0,Red Ale / Intl Amber Ale
1583,35.0,ISA - Session IPA
1584,40.0,ISA - Session IPA
1585,55.0,BarleyWine / WheatWine / RyeWine
1586,19.0,Kölsch / Kölsch-Style
1587,34.0,Stout
1588,100.0,IPA - Black/Brown/Cascadian Dark
1589,55.0,Pale Ale - American / APA
1590,30.0,Pale Lager - Intl / Premium
1591,60.0,IPA - Hazy / NEIPA
1592,100.0,IPA - Black/Brown/Cascadian Dark
1593,12.0,Porter
1594,47.0,Stout - Imperial
1595,36.0,Sour / Wild Beer
1596,100.0,Flavored - Other
1597,35.0,Pale Lager - North Am. / Light
1598,19.0,Flavored - Fruit
1599,70.0,IPA
1600,45.0,Wheat Ale
1601,60.0,IPA - Hazy / NEIPA
1602,60.0,IPA
1603,100.0,IPA - Black/Brown/Cascadian Dark
1604,60.0,IPA
1605,55.0,IPA
1606,90.0,IPA
1607,23.0,Stout
1608,25.0,Belgian Ale - Strong Pale
1609,16.0,Blonde Ale / Golden Ale
1610,29.0,Red Ale / Intl Amber Ale
1612,28.0,Pilsener - Imperial
1613,45.0,Strong Ale - English
1614,36.0,Bitter - Premium / Strong / ESB
1615,28.0,Bock - Dunkler Bock
1616,17.0,Flavored - Fruit
1617,41.0,Bitter - Premium / Strong / ESB
1618,21.0,Scottish Ale
1619,101.0,IIPA - Imperial / Double IPA
1620,27.0,Märzen / Oktoberfest Bier
1621,12.0,Weissbier - Hefeweizen
1622,100.0,IPA
1623,80.0,IPA
1624,76.0,IPA
1625,30.0,Brown Ale
1626,30.0,Brown Ale
1627,29.0,Stout - Imperial
